flight_i,flight_j,gap_slots,slack_available,buffer_i_no_conn,buffer_j_no_conn,buffer_i_conn,buffer_j_conn,constraint_rhs,constraint_lhs,binding,dep_airport_j,airline_j,buf_j_change
1330,593,1,150,15.66,24.88,15.66,24.88,150,9.22,False,ORD,American Eagle Airlines Inc.,0.0
1333,1335,1,150,15.32,30.0,15.0,30.0,150,15.0,False,IAH,United Air Lines Inc.,0.0
1338,725,1,150,13.53,30.0,13.53,15.0,150,1.47,False,DEN,Southwest Airlines Co.,-15.0
1339,439,1,150,14.78,30.0,14.78,20.87,150,6.09,False,DEN,Delta Air Lines Inc,-9.129999999999999
1340,724,1,150,23.08,30.0,23.08,21.92,150,-1.16,False,DEN,Southwest Airlines Co.,-8.079999999999998
1342,725,1,150,12.66,30.0,12.66,15.0,150,2.34,False,DEN,Southwest Airlines Co.,-15.0
1344,724,1,150,23.08,30.0,23.08,21.92,150,-1.16,False,DEN,Southwest Airlines Co.,-8.079999999999998
1346,2035,1,150,30.0,24.19,30.0,15.0,150,-15.0,False,LGA,Republic Airways,-9.190000000000001
1349,1702,1,150,29.2,28.1,16.9,28.1,150,11.2,False,JFK,Delta Air Lines Inc,0.0
1351,2033,1,150,21.4,27.16,21.4,23.6,150,2.2,False,LGA,Republic Airways,-3.5599999999999987
1359,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1362,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1363,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1365,1826,1,150,19.72,27.71,19.72,25.28,150,5.56,False,DFW,American Eagle Airlines Inc.,-2.4299999999999997
1368,2208,1,150,26.19,30.0,26.19,15.0,150,-11.19,False,LAX,Skywest Airlines Inc.,-15.0
1371,1927,2,330,21.44,30.0,21.44,15.0,330,-6.44,False,LAS,Southwest Airlines Co.,-15.0
1373,2153,1,150,20.12,25.88,20.12,24.88,150,4.75,False,ORD,Skywest Airlines Inc.,-1.0
1376,2135,1,150,27.17,30.0,27.17,16.9,150,-10.27,False,ORD,Skywest Airlines Inc.,-13.100000000000001
1384,1826,1,150,19.17,27.71,19.17,25.28,150,6.11,False,DFW,American Eagle Airlines Inc.,-2.4299999999999997
1390,2153,1,150,18.15,25.88,18.15,24.88,150,6.73,False,ORD,Skywest Airlines Inc.,-1.0
1395,1927,2,330,17.9,30.0,17.9,15.0,330,-2.9,False,LAS,Southwest Airlines Co.,-15.0
1403,2112,1,150,22.6,29.78,15.22,29.78,150,14.57,False,DFW,Skywest Airlines Inc.,0.0
1408,1447,1,150,21.12,28.18,21.12,23.88,150,2.76,False,DFW,American Airlines Inc.,-4.300000000000001
1412,1822,1,150,30.0,25.47,30.0,15.0,150,-15.0,False,DFW,American Eagle Airlines Inc.,-10.469999999999999
1416,2165,1,150,30.0,21.16,30.0,15.0,150,-15.0,False,DFW,Skywest Airlines Inc.,-6.16
1417,2153,1,150,20.72,25.88,20.12,24.88,150,4.75,False,ORD,Skywest Airlines Inc.,-1.0
1434,2067,1,150,30.0,24.31,30.0,15.0,150,-15.0,False,CLT,PSA Airlines,-9.309999999999999
1442,2153,1,150,18.43,25.88,18.43,24.88,150,6.45,False,ORD,Skywest Airlines Inc.,-1.0
1448,2097,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1451,1490,1,150,30.0,28.27,30.0,15.0,150,-15.0,False,PHX,Alaska Airlines Inc.,-13.27
1457,1813,1,150,25.67,30.0,15.0,30.0,150,15.0,False,DFW,American Eagle Airlines Inc.,0.0
1460,1927,2,330,17.9,30.0,17.9,15.0,330,-2.9,False,LAS,Southwest Airlines Co.,-15.0
1463,2135,1,150,28.1,30.0,28.1,16.9,150,-11.2,False,ORD,Skywest Airlines Inc.,-13.100000000000001
1470,2118,1,150,18.75,18.95,18.75,18.95,150,0.2,False,LAX,Skywest Airlines Inc.,0.0
1483,1859,1,150,18.41,24.49,18.41,24.49,150,6.08,False,MCO,Spirit Air Lines,0.0
1487,1495,1,150,29.89,25.7,29.89,15.11,150,-14.78,False,SEA,Alaska Airlines Inc.,-10.59
1488,1574,2,330,21.93,30.0,21.93,23.07,330,1.14,False,EWR,JetBlue Airways,-6.93
1489,1495,1,150,30.0,25.7,29.89,15.11,150,-14.78,False,SEA,Alaska Airlines Inc.,-10.59
1491,1495,1,150,27.48,25.7,27.48,15.11,150,-12.37,False,SEA,Alaska Airlines Inc.,-10.59
1497,1927,2,330,17.96,30.0,17.96,15.0,330,-2.96,False,LAS,Southwest Airlines Co.,-15.0
1498,1927,2,330,18.96,30.0,18.96,15.0,330,-3.96,False,LAS,Southwest Airlines Co.,-15.0
1499,1927,2,330,17.96,30.0,17.96,15.0,330,-2.96,False,LAS,Southwest Airlines Co.,-15.0
1518,1520,2,330,21.8,27.05,21.8,23.2,330,1.4,False,SEA,Alaska Airlines Inc.,-3.8500000000000014
1529,1528,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,PSG,Alaska Airlines Inc.,-15.0
1541,1543,1,150,30.0,28.78,30.0,15.0,150,-15.0,False,SEA,Alaska Airlines Inc.,-13.780000000000001
1542,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1546,1992,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,BUR,Southwest Airlines Co.,-15.0
1551,1652,1,150,23.8,30.0,15.0,30.0,150,15.0,False,SFO,Delta Air Lines Inc,0.0
1565,2097,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1576,2097,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1592,1950,1,150,24.79,30.0,24.79,15.0,150,-9.79,False,DEN,Southwest Airlines Co.,-15.0
1593,2097,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1597,2000,2,330,30.0,22.52,30.0,15.0,330,-15.0,False,LAS,Southwest Airlines Co.,-7.52
1613,1772,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SAN,Frontier Airlines Inc.,-15.0
1615,1629,2,330,30.0,30.0,15.0,30.0,330,15.0,False,FLL,JetBlue Airways,0.0
1627,1814,1,150,30.0,26.95,30.0,15.0,150,-15.0,False,PHX,American Eagle Airlines Inc.,-11.95
1631,1853,1,150,30.0,22.53,30.0,15.0,150,-15.0,False,BUR,Spirit Air Lines,-7.530000000000001
1632,2215,1,150,30.0,29.53,30.0,15.0,150,-15.0,False,JFK,Skywest Airlines Inc.,-14.530000000000001
1634,1394,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,PHX,American Airlines Inc.,-15.0
1644,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1654,2236,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SLC,Skywest Airlines Inc.,-15.0
1661,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1662,2135,1,150,30.0,30.0,28.1,16.9,150,-11.2,False,ORD,Skywest Airlines Inc.,-13.100000000000001
1674,2236,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SLC,Skywest Airlines Inc.,-15.0
1683,1780,1,150,30.0,24.91,30.0,15.0,150,-15.0,False,MSP,Allegiant Air,-9.91
1703,2097,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1710,1927,2,330,27.01,30.0,27.01,15.0,330,-12.01,False,LAS,Southwest Airlines Co.,-15.0
1713,1775,2,330,30.0,30.0,15.62,29.38,330,13.75,False,MCO,Frontier Airlines Inc.,-0.620000000000001
1718,1569,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,JAX,JetBlue Airways,-15.0
1719,1927,2,330,27.72,30.0,27.72,15.0,330,-12.72,False,LAS,Southwest Airlines Co.,-15.0
1728,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1730,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1731,1927,2,330,27.01,30.0,27.01,15.0,330,-12.01,False,LAS,Southwest Airlines Co.,-15.0
1735,2192,1,150,30.0,26.63,30.0,15.0,150,-15.0,False,DTW,Skywest Airlines Inc.,-11.629999999999999
1741,2236,1,150,25.59,30.0,25.59,15.0,150,-10.59,False,SLC,Skywest Airlines Inc.,-15.0
1742,2217,1,150,25.64,30.0,21.26,23.74,150,2.48,False,ORD,Skywest Airlines Inc.,-6.260000000000002
1745,1927,2,330,26.67,30.0,26.67,15.0,330,-11.67,False,LAS,Southwest Airlines Co.,-15.0
1752,2288,1,150,30.0,30.0,15.0,30.0,150,15.0,False,EWR,United Air Lines Inc.,0.0
1755,1927,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,LAS,Southwest Airlines Co.,-15.0
1756,1927,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,LAS,Southwest Airlines Co.,-15.0
1768,1927,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,LAS,Southwest Airlines Co.,-15.0
1769,1927,2,330,29.63,30.0,29.63,15.0,330,-14.63,False,LAS,Southwest Airlines Co.,-15.0
1781,1879,1,150,17.55,21.91,17.55,21.91,150,4.36,False,PHX,Southwest Airlines Co.,0.0
1788,2208,1,150,25.25,30.0,25.25,15.0,150,-10.25,False,LAX,Skywest Airlines Inc.,-15.0
1798,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1801,1734,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,HNL,Delta Air Lines Inc,-15.0
1802,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
1806,1826,1,150,18.39,27.71,18.39,25.28,150,6.89,False,DFW,American Eagle Airlines Inc.,-2.4299999999999997
1808,2217,1,150,21.26,30.0,21.26,23.74,150,2.48,False,ORD,Skywest Airlines Inc.,-6.260000000000002
1810,1875,1,150,29.42,23.07,21.93,23.07,150,1.14,False,PHX,Southwest Airlines Co.,0.0
1815,1604,1,150,29.47,30.0,15.0,30.0,150,15.0,False,DCA,JetBlue Airways,0.0
1840,2153,1,150,20.09,25.88,20.09,24.88,150,4.79,False,ORD,Skywest Airlines Inc.,-1.0
1844,2006,2,330,16.52,30.0,15.0,30.0,330,15.0,False,RNO,Southwest Airlines Co.,0.0
1849,2208,1,150,22.2,30.0,22.2,15.0,150,-7.2,False,LAX,Skywest Airlines Inc.,-15.0
1851,1927,2,330,19.45,30.0,19.45,15.0,330,-4.45,False,LAS,Southwest Airlines Co.,-15.0
1852,2153,1,150,15.34,25.88,15.34,24.88,150,9.54,False,ORD,Skywest Airlines Inc.,-1.0
1856,2021,2,330,22.34,30.0,15.0,30.0,330,15.0,False,LGA,Republic Airways,0.0
1862,1927,2,330,18.09,30.0,18.09,15.0,330,-3.09,False,LAS,Southwest Airlines Co.,-15.0
1864,1927,2,330,12.7,30.0,12.7,15.0,330,2.3,False,LAS,Southwest Airlines Co.,-15.0
1889,2210,1,150,29.02,20.25,24.75,20.25,150,-4.5,False,LAX,Skywest Airlines Inc.,0.0
1896,2037,1,150,21.29,23.55,21.29,23.55,150,2.25,False,LGA,Republic Airways,0.0
1897,2170,1,150,15.07,20.64,15.07,20.64,150,5.57,False,LAX,Skywest Airlines Inc.,0.0
1905,1772,2,330,14.57,30.0,14.57,15.0,330,0.43,False,SAN,Frontier Airlines Inc.,-15.0
1907,1906,2,330,14.31,26.13,14.31,26.13,330,11.81,False,OAK,Southwest Airlines Co.,0.0
1909,2291,1,150,30.0,30.0,15.0,30.0,150,15.0,False,LAS,United Air Lines Inc.,0.0
1917,1927,1,150,21.87,30.0,21.87,15.0,150,-6.87,False,LAS,Southwest Airlines Co.,-15.0
1919,1923,1,150,20.32,30.0,15.0,30.0,150,15.0,False,DEN,Southwest Airlines Co.,0.0
1920,1927,2,330,12.17,30.0,12.17,15.0,330,2.83,False,LAS,Southwest Airlines Co.,-15.0
1921,1927,2,330,19.35,30.0,19.35,15.0,330,-4.35,False,LAS,Southwest Airlines Co.,-15.0
1922,1927,2,330,18.0,30.0,18.0,15.0,330,-3.0,False,LAS,Southwest Airlines Co.,-15.0
1924,1927,2,330,14.83,30.0,14.83,15.0,330,0.17,False,LAS,Southwest Airlines Co.,-15.0
1928,1927,2,330,16.26,30.0,16.26,15.0,330,-1.26,False,LAS,Southwest Airlines Co.,-15.0
1929,1374,1,150,30.0,29.57,30.0,15.0,150,-15.0,False,PHX,American Airlines Inc.,-14.57
1930,1927,2,330,11.69,30.0,11.69,15.0,330,3.31,False,LAS,Southwest Airlines Co.,-15.0
1931,1927,2,330,11.69,30.0,11.69,15.0,330,3.31,False,LAS,Southwest Airlines Co.,-15.0
1933,1927,1,150,26.77,30.0,26.77,15.0,150,-11.77,False,LAS,Southwest Airlines Co.,-15.0
1934,1927,2,330,15.07,30.0,15.07,15.0,330,-0.07,False,LAS,Southwest Airlines Co.,-15.0
1938,1927,2,330,15.27,30.0,15.27,15.0,330,-0.27,False,LAS,Southwest Airlines Co.,-15.0
1939,1927,2,330,16.33,30.0,16.33,15.0,330,-1.33,False,LAS,Southwest Airlines Co.,-15.0
1940,1927,2,330,16.04,30.0,16.04,15.0,330,-1.04,False,LAS,Southwest Airlines Co.,-15.0
1941,1927,2,330,14.25,30.0,14.25,15.0,330,0.75,False,LAS,Southwest Airlines Co.,-15.0
1942,1927,2,330,15.39,30.0,15.39,15.0,330,-0.39,False,LAS,Southwest Airlines Co.,-15.0
1943,1927,2,330,11.95,30.0,11.95,15.0,330,3.05,False,LAS,Southwest Airlines Co.,-15.0
1944,1927,2,330,12.72,30.0,12.72,15.0,330,2.28,False,LAS,Southwest Airlines Co.,-15.0
1946,1927,2,330,13.72,30.0,13.72,15.0,330,1.28,False,LAS,Southwest Airlines Co.,-15.0
1959,1775,2,330,15.62,30.0,15.62,29.38,330,13.75,False,MCO,Frontier Airlines Inc.,-0.620000000000001
1992,2006,1,150,30.0,30.0,15.0,30.0,150,15.0,False,RNO,Southwest Airlines Co.,0.0
1993,2097,1,150,11.04,30.0,11.04,15.0,150,3.96,False,LAX,Skywest Airlines Inc.,-15.0
1998,1543,1,150,15.26,28.78,15.26,15.0,150,-0.26,False,SEA,Alaska Airlines Inc.,-13.780000000000001
2002,2208,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,Skywest Airlines Inc.,-15.0
2003,1999,1,150,19.93,23.02,19.93,23.02,150,3.09,False,HOU,Southwest Airlines Co.,0.0
2005,2001,2,330,12.01,30.0,12.01,30.0,330,17.99,False,OAK,Southwest Airlines Co.,0.0
2007,1992,1,150,15.64,30.0,15.64,15.0,150,-0.64,False,BUR,Southwest Airlines Co.,-15.0
2014,2153,1,150,13.4,25.88,13.4,24.88,150,11.47,False,ORD,Skywest Airlines Inc.,-1.0
2024,2070,1,150,20.92,20.68,20.92,15.0,150,-5.92,False,DCA,PSA Airlines,-5.68
2026,2217,1,150,11.42,30.0,11.42,23.74,150,12.32,False,ORD,Skywest Airlines Inc.,-6.260000000000002
2032,2327,1,150,11.52,30.0,11.52,30.0,150,18.48,False,IAH,United Air Lines Inc.,0.0
2040,2035,1,150,14.54,24.19,14.54,15.0,150,0.46,False,LGA,Republic Airways,-9.190000000000001
2053,2208,1,150,26.57,30.0,26.57,15.0,150,-11.57,False,LAX,Skywest Airlines Inc.,-15.0
2054,2153,1,150,12.07,25.88,12.07,24.88,150,12.81,False,ORD,Skywest Airlines Inc.,-1.0
2084,2070,1,150,30.0,20.68,30.0,15.0,150,-15.0,False,DCA,PSA Airlines,-5.68
2095,1839,1,150,25.59,26.85,25.59,19.41,150,-6.18,False,DFW,American Eagle Airlines Inc.,-7.440000000000001
2108,1429,1,150,15.0,27.44,15.0,27.44,150,12.44,False,PHX,American Airlines Inc.,0.0
2134,2153,1,150,15.31,25.88,15.31,24.88,150,9.56,False,ORD,Skywest Airlines Inc.,-1.0
2138,2292,2,330,15.92,27.18,15.92,27.18,330,11.25,False,IAH,United Air Lines Inc.,0.0
2152,2153,1,150,15.94,25.88,15.94,24.88,150,8.94,False,ORD,Skywest Airlines Inc.,-1.0
2164,1963,1,150,17.53,21.3,17.53,21.3,150,3.78,False,ORD,Southwest Airlines Co.,0.0
2196,2217,1,150,15.48,30.0,15.48,23.74,150,8.27,False,ORD,Skywest Airlines Inc.,-6.260000000000002
2218,2217,1,150,14.64,30.0,14.64,23.74,150,9.11,False,ORD,Skywest Airlines Inc.,-6.260000000000002
2223,2135,1,150,18.46,30.0,18.46,16.9,150,-1.56,False,ORD,Skywest Airlines Inc.,-13.100000000000001
2226,2153,1,150,15.74,25.88,15.74,24.88,150,9.14,False,ORD,Skywest Airlines Inc.,-1.0
2228,2153,1,150,13.59,25.88,13.59,24.88,150,11.29,False,ORD,Skywest Airlines Inc.,-1.0
2229,2153,1,150,16.09,25.88,16.09,24.88,150,8.78,False,ORD,Skywest Airlines Inc.,-1.0
2237,1744,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MSP,Delta Air Lines Inc,-15.0
2241,2211,1,150,15.15,30.0,15.0,30.0,150,15.0,False,MSP,Skywest Airlines Inc.,0.0
2251,1927,2,330,28.59,30.0,28.59,15.0,330,-13.59,False,LAS,Southwest Airlines Co.,-15.0
2255,1927,2,330,12.44,30.0,12.44,15.0,330,2.56,False,LAS,Southwest Airlines Co.,-15.0
2256,1927,2,330,23.23,30.0,23.23,15.0,330,-8.23,False,LAS,Southwest Airlines Co.,-15.0
2257,1574,2,330,17.52,30.0,17.52,23.07,330,5.55,False,EWR,JetBlue Airways,-6.93
2271,1997,2,330,30.0,24.59,30.0,15.0,330,-15.0,False,DEN,Southwest Airlines Co.,-9.59
2274,2000,1,150,23.97,22.52,23.97,15.0,150,-8.97,False,LAS,Southwest Airlines Co.,-7.52
2275,2097,1,150,13.41,30.0,13.41,15.0,150,1.59,False,LAX,Skywest Airlines Inc.,-15.0
2276,2143,1,150,24.74,25.33,19.67,25.33,150,5.66,False,DEN,Skywest Airlines Inc.,0.0
2283,2217,1,150,12.91,30.0,12.91,23.74,150,10.83,False,ORD,Skywest Airlines Inc.,-6.260000000000002
2285,2217,1,150,11.78,30.0,11.78,23.74,150,11.96,False,ORD,Skywest Airlines Inc.,-6.260000000000002
2289,2190,1,150,29.65,27.46,17.54,27.46,150,9.92,False,DEN,Skywest Airlines Inc.,0.0
2298,2235,1,150,19.74,23.5,19.74,23.5,150,3.77,False,ORD,Skywest Airlines Inc.,0.0
2315,1950,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,Southwest Airlines Co.,-15.0
2316,2153,1,150,12.21,25.88,12.21,24.88,150,12.67,False,ORD,Skywest Airlines Inc.,-1.0
2317,2153,1,150,15.73,25.88,15.73,24.88,150,9.14,False,ORD,Skywest Airlines Inc.,-1.0
2318,2153,1,150,14.09,25.88,14.09,24.88,150,10.78,False,ORD,Skywest Airlines Inc.,-1.0
2319,2153,1,150,12.7,25.88,12.7,24.88,150,12.18,False,ORD,Skywest Airlines Inc.,-1.0
2320,2153,1,150,15.16,25.88,15.16,24.88,150,9.72,False,ORD,Skywest Airlines Inc.,-1.0
2321,2153,1,150,13.65,25.88,13.65,24.88,150,11.23,False,ORD,Skywest Airlines Inc.,-1.0
2322,2153,1,150,14.11,25.88,14.11,24.88,150,10.77,False,ORD,Skywest Airlines Inc.,-1.0
2333,3591,1,150,13.01,30.0,13.01,27.06,150,14.05,False,DFW,Alaska Airlines Inc.,-2.9400000000000013
2341,3654,2,330,13.77,30.0,13.77,15.0,330,1.23,False,BNA,JetBlue Airways,-15.0
2346,3042,2,330,12.16,20.16,12.16,20.16,330,7.99,False,CLT,PSA Airlines,0.0
2353,3266,1,150,14.77,23.51,14.77,15.0,150,0.23,False,DCA,Republic Airways,-8.510000000000002
2356,3266,1,150,13.64,23.51,13.64,15.0,150,1.36,False,DCA,Republic Airways,-8.510000000000002
2357,2964,2,330,12.46,26.81,12.46,26.81,330,14.35,False,DFW,American Eagle Airlines Inc.,0.0
2358,3266,1,150,15.63,23.51,15.63,15.0,150,-0.63,False,DCA,Republic Airways,-8.510000000000002
2360,2980,1,150,10.99,23.45,10.99,23.45,150,12.46,False,CLT,American Eagle Airlines Inc.,0.0
2374,2608,1,150,16.28,30.0,15.0,30.0,150,15.0,False,ASE,Skywest Airlines Inc.,0.0
2377,3524,1,150,23.5,30.0,23.5,15.0,150,-8.5,False,DFW,American Airlines Inc.,-15.0
2379,2383,1,150,15.69,30.0,15.0,30.0,150,15.0,False,EGE,Skywest Airlines Inc.,0.0
2382,2586,1,150,20.84,30.0,18.1,26.9,150,8.79,False,LAX,Skywest Airlines Inc.,-3.1000000000000014
2383,2686,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,United Air Lines Inc.,-15.0
2388,3524,1,150,19.89,30.0,19.89,15.0,150,-4.89,False,DFW,American Airlines Inc.,-15.0
2389,3524,1,150,22.14,30.0,22.14,15.0,150,-7.14,False,DFW,American Airlines Inc.,-15.0
2390,3524,1,150,21.89,30.0,21.89,15.0,150,-6.89,False,DFW,American Airlines Inc.,-15.0
2391,2695,1,150,28.26,29.67,28.26,16.74,150,-11.52,False,ORD,United Air Lines Inc.,-12.930000000000003
2392,3591,1,150,12.29,30.0,12.29,27.06,150,14.77,False,DFW,Alaska Airlines Inc.,-2.9400000000000013
2403,3344,1,150,26.48,29.04,15.96,29.04,150,13.08,False,DTW,Endeavor Air,0.0
2416,2418,1,150,21.32,30.0,21.32,23.68,150,2.37,False,SUN,Skywest Airlines Inc.,-6.32
2436,2474,2,330,12.61,30.0,12.61,22.86,330,10.25,False,SFO,Skywest Airlines Inc.,-7.140000000000001
2437,2474,2,330,22.14,30.0,22.14,22.86,330,0.72,False,SFO,Skywest Airlines Inc.,-7.140000000000001
2438,2474,2,330,15.71,30.0,15.71,22.86,330,7.15,False,SFO,Skywest Airlines Inc.,-7.140000000000001
2439,2474,1,150,20.62,30.0,20.62,22.86,150,2.24,False,SFO,Skywest Airlines Inc.,-7.140000000000001
2443,2487,1,150,19.68,27.42,17.58,27.42,150,9.85,False,SFO,Skywest Airlines Inc.,0.0
2449,2673,2,330,16.67,30.0,16.67,15.0,330,-1.67,False,SFO,United Air Lines Inc.,-15.0
2450,2673,2,330,26.98,30.0,26.98,15.0,330,-11.98,False,SFO,United Air Lines Inc.,-15.0
2451,2673,2,330,16.58,30.0,16.58,15.0,330,-1.58,False,SFO,United Air Lines Inc.,-15.0
2454,2732,2,330,17.62,30.0,15.0,30.0,330,15.0,False,SFO,JetBlue Airways,0.0
2455,2705,1,150,17.02,30.0,17.02,25.56,150,8.54,False,SFO,United Air Lines Inc.,-4.440000000000001
2456,2705,1,150,17.05,30.0,17.05,25.56,150,8.52,False,SFO,United Air Lines Inc.,-4.440000000000001
2460,2705,1,150,19.98,30.0,19.44,25.56,150,6.13,False,SFO,United Air Lines Inc.,-4.440000000000001
2499,3514,1,150,16.4,27.9,16.4,27.9,150,11.5,False,FSD,American Airlines Inc.,0.0
2500,2364,1,150,16.4,30.0,16.4,28.6,150,12.2,False,ASE,Skywest Airlines Inc.,-1.3999999999999986
2508,2705,1,150,19.44,30.0,19.44,25.56,150,6.13,False,SFO,United Air Lines Inc.,-4.440000000000001
2515,3336,1,150,14.64,24.78,14.64,16.15,150,1.51,False,ATL,Endeavor Air,-8.630000000000003
2550,2546,2,330,15.63,20.62,15.63,20.62,330,5.0,False,ORD,Skywest Airlines Inc.,0.0
2560,2662,2,330,24.4,30.0,22.61,22.39,330,-0.21,False,ORD,United Air Lines Inc.,-7.609999999999999
2562,2561,1,150,15.9,22.81,15.9,22.81,150,6.91,False,IAH,Skywest Airlines Inc.,0.0
2572,2884,1,150,30.0,30.0,15.0,30.0,150,15.0,False,ATL,Delta Air Lines Inc,0.0
2614,3435,1,150,22.29,30.0,21.08,23.92,150,2.84,False,DFW,American Airlines Inc.,-6.079999999999998
2619,3000,1,150,13.11,29.65,13.11,15.0,150,1.89,False,ORD,American Eagle Airlines Inc.,-14.649999999999999
2620,3000,1,150,21.03,29.65,21.03,15.0,150,-6.03,False,ORD,American Eagle Airlines Inc.,-14.649999999999999
2621,3000,1,150,19.19,29.65,19.19,15.0,150,-4.19,False,ORD,American Eagle Airlines Inc.,-14.649999999999999
2635,3419,1,150,22.69,25.82,19.18,25.82,150,6.63,False,DFW,American Airlines Inc.,0.0
2638,2387,1,150,12.34,30.0,12.34,25.93,150,13.58,False,DFW,Skywest Airlines Inc.,-4.07
2642,2415,1,150,22.36,25.02,22.36,22.64,150,0.28,False,SFO,Skywest Airlines Inc.,-2.379999999999999
2644,2415,1,150,17.97,25.02,17.97,22.64,150,4.68,False,SFO,Skywest Airlines Inc.,-2.379999999999999
2649,3654,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,BNA,JetBlue Airways,-15.0
2654,2652,1,150,22.77,29.61,22.77,22.23,150,-0.53,False,DEN,United Air Lines Inc.,-7.379999999999999
2664,3559,1,150,21.11,29.27,21.11,23.89,150,2.78,False,DFW,American Airlines Inc.,-5.379999999999999
2668,2671,1,150,22.21,30.0,22.21,15.0,150,-7.21,False,CMH,United Air Lines Inc.,-15.0
2669,3285,1,150,29.6,29.5,29.6,15.0,150,-14.6,False,EWR,Republic Airways,-14.5
2671,2666,1,150,30.0,30.0,15.0,30.0,150,15.0,False,DEN,United Air Lines Inc.,0.0
2675,2808,2,330,12.2,30.0,12.2,15.0,330,2.8,False,MCO,Delta Air Lines Inc,-15.0
2676,2808,2,330,13.26,30.0,13.26,15.0,330,1.74,False,MCO,Delta Air Lines Inc,-15.0
2677,2488,1,150,15.46,23.34,15.46,23.34,150,7.88,False,IAH,Skywest Airlines Inc.,0.0
2678,3132,1,150,18.95,21.95,18.95,21.95,150,3.01,False,DEN,Southwest Airlines Co.,0.0
2681,2552,1,150,14.21,20.49,14.21,20.49,150,6.28,False,DEN,Skywest Airlines Inc.,0.0
2683,3358,1,150,17.13,26.69,17.13,26.69,150,9.56,False,CLT,American Airlines Inc.,0.0
2690,2705,1,150,12.45,30.0,12.45,25.56,150,13.12,False,SFO,United Air Lines Inc.,-4.440000000000001
2699,3524,1,150,22.21,30.0,22.21,15.0,150,-7.21,False,DFW,American Airlines Inc.,-15.0
2703,2701,1,150,30.0,25.82,30.0,15.0,150,-15.0,False,EWR,United Air Lines Inc.,-10.82
2705,2686,1,150,30.0,30.0,25.56,15.0,150,-10.56,False,LAX,United Air Lines Inc.,-15.0
2707,2705,1,150,13.22,30.0,13.22,25.56,150,12.35,False,SFO,United Air Lines Inc.,-4.440000000000001
2726,2407,1,150,13.67,23.41,13.67,18.0,150,4.34,False,DEN,Skywest Airlines Inc.,-5.41
2746,2902,1,150,27.62,30.0,24.92,20.08,150,-4.84,False,LAX,Delta Air Lines Inc,-9.920000000000002
2752,3326,1,150,30.0,30.0,15.0,30.0,150,15.0,False,DTW,Endeavor Air,0.0
2753,2953,2,330,28.46,28.14,28.46,16.54,330,-11.91,False,DFW,American Eagle Airlines Inc.,-11.600000000000001
2758,2902,1,150,24.92,30.0,24.92,20.08,150,-4.84,False,LAX,Delta Air Lines Inc,-9.920000000000002
2759,3508,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,American Airlines Inc.,-15.0
2760,2686,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,LAX,United Air Lines Inc.,-15.0
